type,indicator,app
domain,6-dot-all-tracker.appspot.com,AllTracker
domain,all-tracker.appspot.com,AllTracker
domain,all-tracker.firebaseio.com,AllTracker
domain,alltracker.org,AllTracker
domain,staging-all-tracker.appspot.com,AllTracker
domain,www.spy-phone-app.com,SpyPhoneApp
domain,www.spappmonitoring.com,SpyPhoneApp
domain,server.androidmonitor.com,AndroidMonitor
domain,installam.com,AndroidMonitor
ipv4,178.33.203.110,AndroidMonitor
domain,talklog.tools,TalkLog
domain,tchsrvce.com,TalkLog
ipv4,78.46.34.14,TalkLog
domain,senseye.spymasterpro.com,SpyMasterPro
domain,imobispy.com,SpyMasterPro
domain,spymaster-e535b.firebaseio.com,SpyMasterPro
ipv4,91.121.70.22,SpyMasterPro
domain,server.freeandroidspy.com,FreeAndroidSpy
domain,spysetup.com,FreeAndroidSpy
ipv4,46.40.125.240,FreeAndroidSpy
ipv4,199.38.181.70,FreeAndroidSpy
domain,netspy-7b8ec.firebaseio.com,NetSpy
domain,i.spyier.com,Spyier
domain,v4vw4ytvo4.execute-api.us-east-2.amazonaws.com,Spyier
domain,api.bytepioner.com,CouplerTracker
domain,asgard-f8c53.firebaseio.com,GPSTrackerLoki
domain,m.asgardtech.ru,GPSTrackerLoki
domain,spyapp.top,Xnore
domain,xnore.com,Xnore
ipv4,162.144.212.52,Xnore
domain,aovivo.foxspy.com.br,EspiaoAndroid
domain,pc.foxspy.com.br,EspiaoAndroid
domain,celular007.s3.amazonaws.com,EspiaoAndroid
domain,pctattletalev2.s3.amazonaws.com,pcTattletale
domain,pctattletale.com,pcTattletale
ipv4,67.227.193.142,pcTattletale
domain,send.onespy.com,OneMonitar
domain,spylogs.com,SpyEra
domain,app.antifurtodroid.com,AntiFurtoDroid
domain,beta.smstracker.com,CallSMSTracker
domain,messages01.smstracker.com,CallSMSTracker
domain,messages02.smstracker.com,CallSMSTracker
domain,staging.smstracker.com,CallSMSTracker
ipv4,45.40.135.228,CallSMSTracker
domain,ioi.life,AiSpyer
domain,api.corn-cob.com,AiSpyer
domain,corn-cob.com,AiSpyer
domain,d.corn-cob.com,AiSpyer
domain,tracksp.in,AiSpyer
domain,my.aispyer.com,AiSpyer
domain,tracksp-7743c.firebaseio.com,AiSpyer
domain,www.ioi.life,AiSpyer
domain,android.spytoapp.com,SpyToApp
domain,apk01.spytoapp.com,SpyToApp
domain,apk02.spytoapp.com,SpyToApp
domain,apk03.spytoapp.com,SpyToApp
domain,apk04.spytoapp.com,SpyToApp
domain,downapk.spytoapp.com,SpyToApp
domain,services.spytoapp.com,SpyToApp
domain,spyapp-8916f.firebaseio.com,BlurSpy
domain,blurspy.com,BlurSpy
domain,8916f.appspot.com,BlurSpy
domain,tr.appmia.com,AppMia
domain,mycloud1.wisemo.com,WiseMo
domain,mycloud.wisemo.com,WiseMo
domain,mtracker.fortess.net,WiseMo
domain,mycloud-cs10.wisemo.com,WiseMo
domain,mycloud-cs17.wisemo.com,WiseMo
domain,mycloud-cs17a.wisemo.com,WiseMo
domain,mycloud-cs5a.wisemo.com,WiseMo
domain,mycloud-cs9.wisemo.com,WiseMo
domain,a342f.appspot.com,Unisafe
domain,unisafe-a342f.firebaseio.com,Unisafe
domain,usafe-ca594.firebaseio.com,Unisafe
domain,usafe.ru,Unisafe
domain,analytics.trackview.net,TrackView
domain,api-project-285519687053.firebaseio.com,TrackView
domain,api.lifecircle.app,TrackView
domain,api.trackview.lifecircle.app,TrackView
domain,cnapi.trackview.net,TrackView
domain,lifecircle-223805.firebaseio.com,TrackView
domain,m.lifecircle.app,TrackView
domain,rc-api.lifecircle.app,TrackView
domain,trackview.net,TrackView
domain,us-central1-api-project-285519687053.cloudfunctions.net,TrackView
domain,user.trackview.net,TrackView
domain,user2.trackview.net,TrackView
domain,relay1.trackview.net,TrackView
domain,trackingsmartphone.com,TrackingSmartphone
domain,onlinefundb.com,TrackingSmartphone
domain,tracking-smartphone.firebaseio.com,TrackingSmartphone
domain,phonetracker.com,SpyphoneMobileTracker
domain,phonetracker95gpsonly.firebaseio.com,SpyphoneMobileTracker
domain,api.wondershare.cc,FamiSafe
domain,app-api-pro.wondershare.cc,FamiSafe
domain,dc.wondershare.cc,FamiSafe
domain,data-api.famisafe.com,FamiSafe
domain,famisafe-b6807.firebaseio.com,FamiSafe
domain,sparrow.wondershare.com,FamiSafe
domain,locatorprivacy.com,OneLocator
domain,ua.evaspy.com,EvaSpy
domain,ub.evaspy.com,EvaSpy
domain,uc.evaspy.com,EvaSpy
domain,ud.evaspy.com,EvaSpy
domain,ue.evaspy.com,EvaSpy
domain,uf.evaspy.com,EvaSpy
domain,ug.evaspy.com,EvaSpy
domain,uh.evaspy.com,EvaSpy
domain,ui.evaspy.com,EvaSpy
domain,uj.evaspy.com,EvaSpy
domain,uk.evaspy.com,EvaSpy
domain,ul.evaspy.com,EvaSpy
domain,um.evaspy.com,EvaSpy
domain,un.evaspy.com,EvaSpy
domain,uo.evaspy.com,EvaSpy
domain,up.evaspy.com,EvaSpy
domain,uq.evaspy.com,EvaSpy
domain,ur.evaspy.com,EvaSpy
domain,realtime-spy-mobile.com,RealtimeSpy
ipv4,184.154.69.210,RealtimeSpy
domain,kaspersky-safe-kids.firebaseio.com,KasperskySafeKids
domain,api.kid-control.com,KidsControl
domain,beta.kid-control.com,KidsControl
domain,ios.kid-control.com,KidsControl
domain,go.kid-control.com,KidsControl
domain,go2.kid-control.com,KidsControl
domain,gpsme1.kid-control.com,KidsControl
domain,s.kid-control.com,KidsControl
domain,s4.kid-control.com,KidsControl
domain,s5.kid-control.com,KidsControl
domain,s6.kid-control.com,KidsControl
domain,s7.kid-control.com,KidsControl
domain,s8.kid-control.com,KidsControl
domain,s9.kid-control.com,KidsControl
domain,s10.kid-control.com,KidsControl
domain,r.findmychilds.org,FindMyKids
domain,wss.findmychilds.org,FindMyKids
domain,where-is-my-children.firebaseio.com,FindMyKids
domain,api.ttspy.com,jjspy
domain,cloud.ttspy.com,jjspy
domain,jjspy.com,jjspy
domain,my.jjspy.com,jjspy
domain,phone-backup-service.firebaseio.com,jjspy
domain,rtc.ttspy.com,jjspy
domain,ttjj.ga,jjspy
domain,ttspy.com,jjspy
domain,ws.ttspy.com,jjspy
domain,www.ttjj.tk,jjspy
domain,upload.weiguanai.cn,jjspy
domain,service.weiguanai.cn,jjspy
domain,service.n.weiguanai.cn,jjspy
domain,wx.weiguanai.cn,jjspy
domain,a-spy.com,AndroidSpy
domain,amon.android-monitor.ru,AndroidPolice
domain,amon1.android-monitor.ru,AndroidPolice
domain,andmon.name,AndroidPolice
domain,android-apk.android-monitor.ru,AndroidPolice
domain,android-monitor1.android-monitor.ru,AndroidPolice
domain,android-police.android-monitor.ru,AndroidPolice
domain,android-police.ru,AndroidPolice
domain,anmon.android-monitor.ru,AndroidPolice
domain,anmon.name,AndroidPolice
domain,anmon.ru,AndroidPolice
domain,anmon.su,AndroidPolice
domain,anmon1.android-monitor.ru,AndroidPolice
domain,droimon20.ru,AndroidPolice
domain,monitor-android.android-monitor.ru,AndroidPolice
domain,prog-money.android-monitor.ru,AndroidPolice
domain,prog-money.com,AndroidPolice
domain,www.android-monitor.ru,AndroidPolice
domain,android-monitor.ru,AndroidPolice
domain,find-my-phone-prod.herokuapp.com,FindMyPhone
domain,findmyphone.mangobird.com,FindMyPhone
domain,c-phone.ru,Bulgok
domain,control-phone-a05a3.firebaseio.com,Bulgok
domain,q95294fs.beget.tech,Bulgok
domain,apk7.biz,Tracku
domain,clues.link,Tracku
domain,clues4.com,Tracku
domain,cluestr.com,Tracku
domain,e-spy.app,Tracku
domain,e-spy.org,Tracku
domain,izapk.xyz,Tracku
domain,izspy-1313.firebaseio.com,Tracku
domain,msafe.xyz,Tracku
domain,www.apk7.biz,Tracku
domain,www.e-spy.org,Tracku
domain,www.msafe.xyz,Tracku
domain,pc.viptelefonprogrami.com,KidsShield
domain,viptelefonprogrami.com,KidsShield
domain,apprtc.appspot.com,KidsShield
domain,quanly24h.net,KidsShield
domain,login.quanly24h.net,KidsShield
domain,theodoi24h.com,KidsShield
domain,pc.backupsoft.eu,KidsShield
domain,kidsshield.net,KidsShield
domain,tispy.net,KidsShield
domain,ua.tispy.net,KidsShield
domain,pc.selfspy.com,KidsShield
domain,d.tispy.net,KidsShield
domain,pc.freespyapp.com,KidsShield
domain,freespyapp.com,KidsShield
domain,spyt.co,KidsShield
domain,spytrac-app1.s3.amazonaws.com,KidsShield
ipv4,52.22.130.9,KidsShield
domain,nemospy.com,NemoSpy
domain,setup.nemospy.com,NemoSpy
domain,pc.spykontrol.com,SpyKontrol
domain,androidapk.biz,SpyKontrol
domain,12d60.appspot.com,Trackplus
domain,12d60.firebaseio.com,Trackplus
domain,13-5.org,Trackplus
domain,13-5.ru,Trackplus
domain,89685.firebaseio.com,Trackplus
domain,account.trackerplus.ru,Trackplus
domain,and.info-taxi.info,Trackplus
domain,best-spy-apps.com,Trackplus
domain,edlnc255s2q.s3.amazonaws.com,Trackplus
domain,ftp.info-taxi.info,Trackplus
domain,info-taxi.info,Trackplus
domain,kokum.ru,Trackplus
domain,pi.info-taxi.info,Trackplus
domain,sap4mobile-89685.firebaseio.com,Trackplus
domain,sap4mobile.com,Trackplus
domain,smartback-12d60.appspot.com,Trackplus
domain,smartback-12d60.firebaseio.com,Trackplus
domain,spy2mobile-bb441.firebaseio.com,Trackplus
domain,spy2mobile.com,Trackplus
domain,spytomobile.com,Trackplus
domain,tagdps.ru,Trackplus
domain,tfk7r22klf8vtd8g90jq8qno1tpqhmpe.apps.googleusercontent.com,Trackplus
ipv4,185.87.51.116,Trackplus
ipv4,139.59.125.208,Trackplus
domain,api.mobilespy.at,MobileSpy
ipv4,37.120.162.163,MobileSpy
domain,api.awarenesstechnologies.com,WebWatcher
domain,apitest.awarenesstechnologies.com,WebWatcher
domain,data-webwatcherdata-alb-1451089636.us-west-2.elb.amazonaws.com,WebWatcher
domain,data.qa.webwatcherdata.com,WebWatcher
domain,data.webwatcherdata.com,WebWatcher
domain,download.webwatcherdata.com,WebWatcher
domain,login.webwatcher.com,WebWatcher
domain,rcomlogin.com,WebWatcher
domain,screentimelabs.appspot.com,WebWatcher
domain,webwatcher-child-app.firebaseio.com,WebWatcher
domain,webwatcherdata.com,WebWatcher
domain,www.webwatchernow.com,WebWatcher
domain,webwatchernow.com,WebWatcher
domain,my.nexspy.com,NexSpy
domain,api.mobilebackup.biz,NexSpy
domain,topzaloha.cz,NexSpy
domain,api.mycellspy.com,MyCellSpy
ipv4,47.252.23.40,MyCellSpy
domain,api.spylix.com,Spylix
domain,apidemo.spylix.com,Spylix
domain,d2nipadu1fr4ne.cloudfront.net,Spylix
domain,getspylix.io,Spylix
domain,my.spylix.com,Spylix
ipv4,52.90.126.68,Spylix
domain,x1panel.com,MonitorUltra
domain,xpcpanel.com,MonitorUltra
domain,monitor-ultra.com,MonitorUltra
ipv4,185.2.103.130,MonitorUltra
ipv4,80.241.216.14,MonitorUltra
domain,sentrypc.net,SentryPC
domain,spc-runtimes.s3.amazonaws.com,SentryPC
domain,www.sentrypconline.com,SentryPC
domain,www.sentrypc.net,SentryPC
domain,www.spclogs.com,SentryPC
domain,www.sentrypc.download,SentryPC
ipv4,108.178.9.124,SentryPC
domain,cp.thewispy.com,TheWiSpy
ipv4,167.71.189.163,TheWiSpy
domain,observer.back4app.io,Observer
domain,d1gslyvqtipqvi.cloudfront.net,Mrecorder
domain,d24lo6rmha82nf.cloudfront.net,Mrecorder
domain,d3g4zswpacwtfb.cloudfront.net,Mrecorder
domain,data240.mrec24.com,Mrecorder
domain,data241.mrec24.com,Mrecorder
domain,disp2.mrec24.com,Mrecorder
domain,dispatcher.mrecorder.com,Mrecorder
domain,mobi22.com,Mrecorder
domain,mobilerecorder-1277.firebaseio.com,Mrecorder
domain,mrec24.com,Mrecorder
domain,my.mrec24.com,Mrecorder
domain,package.mrec24.com,Mrecorder
domain,package2.mrec24.com,Mrecorder
domain,project-7991479181228723357.firebaseio.com,Mrecorder
ipv4,103.147.225.210,PhoneSpy
ipv4,175.126.146.147,PhoneSpy
domain,accountable2you.com,Accountable2you
domain,webservice.accountable2you.com,Accountable2you
domain,accountable2you-android.firebaseio.com,Accountable2you
domain,api.accountable2you.com,Accountable2you
domain,www.shadyspy.com,ShadySpy
ipv4,45.79.149.154,ShadySpy
domain,absolutesoftsystem.in,AbsoluTrack
domain,ass.absolutesoftsystem.in,AbsoluTrack
domain,thiefguardbd.com,AbsoluTrack
domain,antitheft-88554.firebaseio.com,AbsoluTrack
domain,remotesecurity-629f2.firebaseio.com,AbsoluTrack
domain,test.onetouchsecurities.com,AbsoluTrack
domain,remotesecurityots.firebaseio.com,AbsoluTrack
domain,awamisolution.com,SmartKeylogger
